idx,rA,rB,n,d
583,-0.00936847194415339,-0.0036374581864683595,49,0.005731013757685031
584,-8.509318225409308e-05,-0.00023694989317244854,61,-0.00015185671091835545
585,0.003043626803648879,0.0004742698259240435,65,-0.0025693569777248356
586,-0.0031750375426572285,-0.00037004016307665144,64,0.002804997379580577
587,0.0024929097827410996,0.0010317899871989205,69,-0.001461119795542179
588,0.007066267517795054,0.0010108821960744731,73,-0.006055385321720581
589,-0.00010797637984239077,-0.0010147412706368458,80,-0.000906764890794455
590,9.226505106224246e-05,0.0004532552383192209,83,0.0003609901872569785
591,-0.0030361184257305836,-0.001681311399781819,84,0.0013548070259487646
592,-0.005821830924127654,-0.002385647635687213,87,0.003436183288440441
593,-0.0058950307974783836,-0.0026610727934705094,88,0.003233958004007874
594,-0.005053840623488309,-0.003001795240947826,88,0.002052045382540483
595,-0.006038913137313418,-0.0015297159056980795,87,0.004509197231615339
596,0.0032601355442907964,0.002017519274230434,87,-0.0012426162700603623
597,0.00245270261251089,-0.0008064764487937722,89,-0.003259179061304662
598,-0.004572840650404298,-0.0030610291729534357,87,0.0015118114774508623
599,-0.0022634543314372247,0.0009278920413287182,86,0.003191346372765943
600,-0.0017196630630711418,-0.0004788932415507524,85,0.0012407698215203893
601,0.004773921000791311,0.0015199342962248217,84,-0.0032539867045664893
602,-0.013759086765588471,-0.008326046075471558,84,0.005433040690116913
603,0.004041874296233206,0.0024707886227550097,85,-0.0015710856734781967
604,0.0016264391990046465,-6.095022114004693e-05,85,-0.0016873894201446934
605,-0.008068390258341883,-0.005827730598626676,85,0.002240659659715207
606,0.0031160869377756697,0.0031870413778744733,85,7.095444009880356e-05
607,0.013902452352457113,0.008424673541625065,86,-0.005477778810832048
608,0.0006834152766790144,0.0017139782699296805,87,0.0010305629932506662
609,-0.013244686753725891,-0.007628731735603796,88,0.005615955018122095
610,-0.003190610779563819,-0.0015143315083917044,87,0.0016762792711721144
611,0.005001679411788187,0.0029074821138646624,87,-0.0020941972979235247
612,-0.007959400767853456,-0.003014688974011982,87,0.004944711793841474
